country,customer_ID,invoice_number,invoice_date,due_date,invoice_amount_usd,disputed,dispute_lost,settled_date,days_to_settle,days_late
Russia,9181-HEKGV,1099187495,20/05/2021,19/06/2021,7518,0,0,21/06/2021,32,2
France,3448-OWJOT,6607624258,23/04/2020,23/05/2020,5631,1,0,21/06/2020,59,29
France,0783-PEPYR,5446180510,29/04/2020,29/05/2020,5055,1,0,11/06/2020,43,13
Spain,9883-SDWFS,1120525583,10/09/2021,10/10/2021,4673,0,0,10/10/2021,30,0
United States,7856-ODQFO,1123460834,04/11/2020,04/12/2020,3040,0,0,24/11/2020,20,0
China,2125-HJDLA,1124489539,07/12/2020,06/01/2021,4229,0,0,31/12/2020,24,0
Russia,5613-UHVMG,1125640611,24/04/2021,24/05/2021,7411,1,1,02/06/2021,39,9
Russia,3271-HYHDN,1130346124,03/05/2020,02/06/2020,2753,0,0,08/05/2020,5,0
France,4640-FGEJI,1133671020,30/06/2021,30/07/2021,9775,0,0,19/07/2021,19,0
Spain,6177-VTITE,1134404593,25/06/2020,25/07/2020,7135,0,0,15/07/2020,20,0
Russia,5875-VZQCZ,1138691181,27/05/2021,26/06/2021,5599,0,0,25/06/2021,29,0
China,3569-VJWXS,1148330280,27/01/2020,26/02/2020,5871,1,0,29/02/2020,33,3
China,5196-TWQXF,1157522817,04/12/2020,03/01/2021,6173,0,0,27/12/2020,23,0
Spain,8690-EEBEO,1158168123,15/06/2020,15/07/2020,5135,0,0,27/07/2020,42,12
Spain,9286-VLKMI,1166745208,27/11/2021,27/12/2021,7475,1,0,07/12/2021,10,0
Russia,3271-HYHDN,1175501399,07/05/2020,06/06/2020,6055,0,0,15/05/2020,8,0
China,6160-HCSFI,1181151524,22/08/2020,21/09/2020,6184,0,0,08/09/2020,17,0
Russia,5924-UOPGH,1184394683,15/09/2020,15/10/2020,9674,1,0,29/10/2020,44,14
Russia,5613-UHVMG,1185375111,28/09/2021,28/10/2021,6708,1,0,08/11/2021,41,11
United States,6077-FDQRK,1187373900,06/04/2020,06/05/2020,8240,0,0,30/04/2020,24,0
China,3569-VJWXS,1190360256,07/08/2020,06/09/2020,9218,1,0,11/09/2020,35,5
China,2423-QOKIO,1199977661,06/08/2020,05/09/2020,4786,0,0,17/09/2020,42,12
Russia,7946-HJDUR,1204820381,08/08/2020,07/09/2020,5832,0,0,12/09/2020,35,5
United States,9149-MATVB,1207140333,26/01/2021,25/02/2021,2573,0,0,24/02/2021,29,0
France,7600-OISKG,889501782,30/04/2020,30/05/2020,9706,1,1,30/05/2020,30,0
Russia,7946-HJDUR,1221306589,03/07/2020,02/08/2020,7905,0,0,26/07/2020,23,0
United States,0465-DTULQ,1223908099,27/05/2020,26/06/2020,4309,0,0,20/06/2020,24,0
United States,9323-NDIOV,1228800351,14/01/2020,13/02/2020,4748,0,0,29/02/2020,46,16
United States,0625-TNJFG,1234438336,06/03/2020,05/04/2020,4189,0,0,28/03/2020,22,0
Spain,1168-BEASA,1241888754,01/05/2021,31/05/2021,4996,1,0,15/06/2021,45,15
France,5573-KSOIA,1250631704,31/03/2021,30/04/2021,5712,0,0,02/05/2021,32,2
France,6833-ETVHD,1254790458,12/11/2020,12/12/2020,7288,0,0,25/11/2020,13,0
Spain,3676-CQAIF,1256452795,17/05/2020,16/06/2020,4129,0,0,26/06/2020,40,10
France,9322-YCTQO,1264381785,29/04/2021,29/05/2021,5450,0,0,24/05/2021,25,0
Russia,2824-HJQPP,1266309366,26/10/2020,25/11/2020,4605,0,0,17/11/2020,22,0
United States,9149-MATVB,1267973660,10/10/2020,09/11/2020,4531,0,0,09/11/2020,30,0
China,2423-QOKIO,1280597932,26/02/2020,27/03/2020,5642,0,0,18/03/2020,21,0
Russia,7946-HJDUR,1281236095,21/06/2021,21/07/2021,5840,0,0,21/07/2021,30,0
France,9322-YCTQO,1281718631,12/07/2021,11/08/2021,9235,0,0,12/08/2021,31,1
China,3569-VJWXS,1282903123,25/12/2020,24/01/2021,5932,0,0,16/01/2021,22,0
France,9758-AIEIK,1841814103,01/05/2020,31/05/2020,5625,1,0,08/06/2020,38,8
France,9725-EZTEJ,555108669,02/05/2020,01/06/2020,11678,1,0,23/05/2020,21,0
Spain,9460-VAZGD,1300298448,16/09/2020,16/10/2020,5821,0,0,05/10/2020,19,0
Russia,5875-VZQCZ,1308410672,13/09/2021,13/10/2021,7603,0,0,25/09/2021,12,0
United States,3993-QUNVJ,1310667812,18/03/2020,17/04/2020,6093,0,0,02/04/2020,15,0
Russia,3271-HYHDN,1311607288,13/10/2020,12/11/2020,5841,0,0,18/10/2020,5,0
Russia,9181-HEKGV,1314367195,21/06/2020,21/07/2020,9000,0,0,12/07/2020,21,0
Russia,7946-HJDUR,1316332735,21/10/2020,20/11/2020,4184,0,0,16/11/2020,26,0
United States,3993-QUNVJ,1317885189,30/10/2021,29/11/2021,6154,0,0,10/11/2021,11,0
Spain,0688-XNJRO,1318038002,03/09/2020,03/10/2020,2851,0,0,13/10/2020,40,10
Spain,3676-CQAIF,1319645642,26/11/2021,26/12/2021,5238,0,0,31/12/2021,35,5
Russia,8102-ABPKQ,1321318878,20/02/2021,22/03/2021,5311,0,0,27/03/2021,35,5
China,6708-DPYTF,1321403149,01/02/2020,02/03/2020,8031,0,0,14/03/2020,42,12
China,0709-LZRJV,1323201810,27/07/2021,26/08/2021,5868,0,0,15/08/2021,19,0
France,4651-PMEXQ,1327547312,02/02/2021,04/03/2021,8050,0,0,17/02/2021,15,0
Russia,8364-UWVLM,1336288577,19/10/2020,18/11/2020,7511,0,0,10/11/2020,22,0
United States,0465-DTULQ,1342171511,23/04/2021,23/05/2021,2700,0,0,19/05/2021,26,0
United States,7050-KQLDO,1342472678,04/09/2020,04/10/2020,7680,0,0,07/10/2020,33,3
France,6048-QPZCF,1349854883,06/11/2021,06/12/2021,7883,0,0,07/11/2021,1,0
China,5529-TBPGK,1358969544,29/10/2020,28/11/2020,5313,0,0,02/12/2020,34,4
China,3598-DNURW,1366357246,12/09/2020,12/10/2020,5644,0,0,28/09/2020,16,0
China,0379-NEVHP,1369975903,05/01/2021,04/02/2021,6111,0,0,26/01/2021,21,0
China,2676-DZINU,1376441638,30/09/2020,30/10/2020,8125,0,0,22/10/2020,22,0
France,3448-OWJOT,2268924543,02/05/2020,01/06/2020,6612,1,0,13/06/2020,42,12
China,7209-MDWKR,1384963125,14/11/2021,14/12/2021,8014,0,0,07/12/2021,23,0
Spain,9460-VAZGD,1387296868,29/06/2021,29/07/2021,7217,0,0,18/07/2021,19,0
France,5284-DJOZO,1388703117,19/10/2021,18/11/2021,7219,1,0,26/10/2021,7,0
China,1080-NDGAE,1388916055,22/10/2021,21/11/2021,9419,1,0,13/11/2021,22,0
Spain,1408-OQZUE,1390614217,25/12/2020,24/01/2021,2807,0,0,23/01/2021,29,0
China,2820-XGXSB,1391494244,16/06/2021,16/07/2021,5152,0,0,25/06/2021,9,0
China,7841-HROAQ,1393928750,11/11/2021,11/12/2021,7262,0,0,20/11/2021,9,0
United States,9149-MATVB,1401167342,24/10/2020,23/11/2020,2247,0,0,21/11/2020,28,0
Russia,7695-NKUXM,1401765899,21/03/2020,20/04/2020,4068,1,0,11/04/2020,21,0
Russia,5924-UOPGH,1402103956,28/11/2020,28/12/2020,6376,0,0,24/12/2020,26,0
United States,7228-LEPPM,1416192974,30/07/2020,29/08/2020,6186,0,0,28/08/2020,29,0
France,5164-VMYWJ,1419983453,18/10/2020,17/11/2020,7042,0,0,03/11/2020,16,0
China,9212-BTDMX,1422140909,08/12/2020,07/01/2021,5399,0,0,27/12/2020,19,0
China,9212-BTDMX,1426850927,13/11/2021,13/12/2021,4520,0,0,30/11/2021,17,0
United States,0625-TNJFG,1436243551,19/06/2020,19/07/2020,4808,0,0,05/07/2020,16,0
Spain,0688-XNJRO,1436424010,24/11/2021,24/12/2021,2519,0,0,08/01/2022,45,15
China,5920-DPXLN,1441773397,23/10/2020,22/11/2020,6911,0,0,09/11/2020,17,0
United States,2687-XWAMA,1452931813,28/07/2021,27/08/2021,4913,0,0,02/08/2021,5,0
Russia,8102-ABPKQ,1454620628,15/03/2020,14/04/2020,6688,1,0,05/05/2020,51,21
China,6708-DPYTF,1459820060,04/08/2020,03/09/2020,4629,0,0,04/09/2020,31,1
France,8389-TCXFQ,6736160445,07/05/2020,06/06/2020,3053,1,0,19/06/2020,43,13
Russia,3271-HYHDN,1470244634,18/09/2020,18/10/2020,2433,0,0,21/09/2020,3,0
China,6708-DPYTF,1474447710,07/11/2021,07/12/2021,6692,0,0,15/12/2021,38,8
China,9014-WENVB,1482642317,14/03/2021,13/04/2021,7825,0,0,27/04/2021,44,14
Spain,9883-SDWFS,1491017498,09/05/2020,08/06/2020,1923,0,0,02/06/2020,24,0
France,9117-LYRCE,1491859500,28/05/2021,27/06/2021,6772,0,0,24/06/2021,27,0
Russia,8364-UWVLM,1509944878,16/02/2021,18/03/2021,5351,0,0,07/03/2021,19,0
Russia,5875-VZQCZ,1519561145,26/09/2020,26/10/2020,5657,0,0,27/10/2020,31,1
China,2820-XGXSB,1528493654,29/10/2020,28/11/2020,7185,0,0,02/11/2020,4,0
China,7329-TWKLF,1528599184,30/06/2021,30/07/2021,8535,0,0,21/07/2021,21,0
France,9725-EZTEJ,7949028171,15/05/2020,14/06/2020,7627,1,1,17/06/2020,33,3
China,3569-VJWXS,1536168471,19/12/2020,18/01/2021,6348,0,0,13/01/2021,25,0
United States,4460-ZXNDN,1539382510,09/10/2020,08/11/2020,7679,1,0,01/12/2020,53,23
Spain,3271-YDPUJ,1539465403,16/02/2020,17/03/2020,2822,0,0,14/03/2020,27,0
China,6160-HCSFI,1544728256,27/12/2020,26/01/2021,7226,0,0,13/01/2021,17,0
France,4640-FGEJI,1544966050,13/04/2021,13/05/2021,7555,0,0,22/04/2021,9,0
China,9841-XLGBV,1553284771,04/11/2021,04/12/2021,6596,0,0,26/11/2021,22,0
China,1080-NDGAE,1556974311,20/02/2021,22/03/2021,10794,1,0,21/03/2021,29,0
Russia,8102-ABPKQ,1562504690,04/03/2020,03/04/2020,8315,1,0,20/04/2020,47,17
Spain,6296-UKEUZ,1564854223,13/08/2020,12/09/2020,3190,0,0,16/08/2020,3,0
Spain,7372-CESLR,1569984119,04/12/2020,03/01/2021,2878,0,0,27/12/2020,23,0
Russia,3271-HYHDN,1575926929,19/11/2020,19/12/2020,6152,0,0,25/11/2020,6,0
United States,5592-UQXSS,1577746988,27/07/2020,26/08/2020,5714,1,0,07/09/2020,42,12
France,4640-FGEJI,1581104767,01/01/2021,31/01/2021,8027,0,0,16/01/2021,15,0
Russia,5148-SYKLB,1582683121,19/04/2020,19/05/2020,9399,1,0,18/05/2020,29,0
Spain,9286-VLKMI,1586922908,02/10/2021,01/11/2021,6848,0,0,03/10/2021,1,0
United States,3831-FXWYK,1587873226,23/07/2021,22/08/2021,6555,0,0,28/08/2021,36,6
United States,9149-MATVB,1591349086,13/07/2021,12/08/2021,5113,0,0,07/08/2021,25,0
China,9174-IYKOC,1592682714,10/09/2021,10/10/2021,6358,0,0,29/09/2021,19,0
Russia,5924-UOPGH,1595456378,27/07/2020,26/08/2020,5928,0,0,11/08/2020,15,0
China,0379-NEVHP,1604888971,17/05/2021,16/06/2021,7857,1,1,12/06/2021,26,0
China,5196-TWQXF,1613828298,12/08/2020,11/09/2020,4975,0,0,28/08/2020,16,0
Russia,5875-VZQCZ,1621429066,26/10/2020,25/11/2020,8755,1,0,25/11/2020,30,0
Spain,8942-ERSWK,1621957925,15/04/2021,15/05/2021,2201,0,0,25/04/2021,10,0
France,4651-PMEXQ,1631213514,24/10/2020,23/11/2020,7771,0,0,17/11/2020,24,0
China,9841-XLGBV,1633220775,09/01/2020,08/02/2020,4199,0,0,06/02/2020,28,0
Spain,1408-OQZUE,1652571996,14/10/2021,13/11/2021,5423,0,0,11/11/2021,28,0
France,5573-KSOIA,1653597509,16/07/2020,15/08/2020,10063,0,0,19/08/2020,34,4
United States,5592-UQXSS,1653708883,26/11/2021,26/12/2021,4404,0,0,21/12/2021,25,0
United States,7228-LEPPM,1657046645,29/01/2020,28/02/2020,2763,0,0,21/03/2020,52,22
Spain,1408-OQZUE,1660153943,21/02/2020,22/03/2020,4508,0,0,28/03/2020,36,6
China,6160-HCSFI,1661281311,13/03/2020,12/04/2020,7621,0,0,09/04/2020,27,0
China,7841-HROAQ,1666441527,15/12/2020,14/01/2021,5427,1,0,28/01/2021,44,14
United States,7260-ZHAKS,1669605495,20/03/2020,19/04/2020,8298,0,0,25/04/2020,36,6
France,1447-YZKCL,1670705301,17/01/2021,16/02/2021,8836,0,0,22/02/2021,36,6
China,1080-NDGAE,1671914105,10/07/2021,09/08/2021,8349,1,0,05/08/2021,26,0
Spain,9286-VLKMI,1671932723,20/05/2021,19/06/2021,6616,0,0,21/05/2021,1,0
Spain,1408-OQZUE,1675817832,12/05/2020,11/06/2020,4742,0,0,20/06/2020,39,9
China,5196-TWQXF,1677488544,30/07/2020,29/08/2020,6228,0,0,18/08/2020,19,0
United States,2026-XLBER,1678077270,24/04/2020,24/05/2020,6093,0,0,12/05/2020,18,0
China,7329-TWKLF,1681500044,10/06/2021,10/07/2021,6367,0,0,03/07/2021,23,0
France,6048-QPZCF,1688223461,24/05/2021,23/06/2021,7242,0,0,29/05/2021,5,0
China,2820-XGXSB,1691604826,20/11/2021,20/12/2021,8241,0,0,26/11/2021,6,0
Spain,9460-VAZGD,1695583002,01/01/2021,31/01/2021,6232,0,0,28/01/2021,27,0
China,9174-IYKOC,1697562316,06/01/2021,05/02/2021,7309,0,0,19/01/2021,13,0
Russia,8364-UWVLM,1699566488,13/02/2021,15/03/2021,9210,0,0,27/02/2021,14,0
China,8820-BLYDZ,1699863695,23/07/2020,22/08/2020,8533,0,0,30/07/2020,7,0
France,9771-QTLGZ,3755391775,16/05/2020,15/06/2020,3288,1,0,31/05/2020,15,0
France,9117-LYRCE,6346701213,16/05/2020,15/06/2020,2999,1,0,02/07/2020,47,17
China,2423-QOKIO,1715841585,01/07/2020,31/07/2020,6738,1,0,30/07/2020,29,0
China,5529-TBPGK,1717812362,28/11/2020,28/12/2020,4875,0,0,28/12/2020,30,0
China,7841-HROAQ,1720149611,24/04/2020,24/05/2020,7168,0,0,18/05/2020,24,0
France,9758-AIEIK,1720532549,20/06/2021,20/07/2021,4946,0,0,12/07/2021,22,0
Spain,8690-EEBEO,1730560128,16/09/2021,16/10/2021,3697,0,0,08/10/2021,22,0
China,0709-LZRJV,1731769135,11/06/2021,11/07/2021,5145,1,0,22/07/2021,41,11
France,9771-QTLGZ,2127219922,19/05/2020,18/06/2020,6889,1,0,16/06/2020,28,0
United States,0465-DTULQ,1745880588,01/08/2020,31/08/2020,6100,0,0,05/09/2020,35,5
France,9322-YCTQO,1748015447,24/12/2020,23/01/2021,7519,0,0,25/01/2021,32,2
Spain,8690-EEBEO,1752036971,08/04/2020,08/05/2020,7172,0,0,15/05/2020,37,7
United States,7050-KQLDO,1752423656,20/09/2021,20/10/2021,8899,1,0,24/10/2021,34,4
France,0783-PEPYR,1754229382,15/05/2020,14/06/2020,8110,0,0,18/06/2020,34,4
China,6708-DPYTF,1754538629,11/09/2021,11/10/2021,7952,0,0,10/10/2021,29,0
China,0187-ERLSR,1756742390,05/09/2020,05/10/2020,8457,0,0,14/09/2020,9,0
France,4640-FGEJI,1759240329,19/09/2021,19/10/2021,7209,0,0,07/10/2021,18,0
Spain,9883-SDWFS,1761962468,18/09/2021,18/10/2021,7539,1,0,30/10/2021,42,12
United States,7758-WKLVM,1767317198,23/09/2020,23/10/2020,4170,0,0,30/10/2020,37,7
Spain,6391-GBFQJ,1767708917,21/07/2021,20/08/2021,836,1,0,17/08/2021,27,0
China,6160-HCSFI,1774766742,22/08/2021,21/09/2021,7685,0,0,04/09/2021,13,0
Russia,8887-NCUZC,1777289135,24/05/2021,23/06/2021,5166,1,0,28/06/2021,35,5
Spain,1168-BEASA,1779886998,25/11/2020,25/12/2020,6550,0,0,18/12/2020,23,0
France,4640-FGEJI,1784835874,14/10/2020,13/11/2020,6243,0,0,12/11/2020,29,0
Spain,9883-SDWFS,1789438475,07/01/2020,06/02/2020,4633,1,0,10/02/2020,34,4
China,8156-PCYBM,1796958572,22/03/2020,21/04/2020,4261,0,0,16/04/2020,25,0
France,4092-ZAVRG,1801620782,14/08/2021,13/09/2021,7844,0,0,15/08/2021,1,0
Spain,9286-VLKMI,1826457023,09/11/2021,09/12/2021,7293,1,0,24/11/2021,15,0
United States,3993-QUNVJ,1826544220,15/07/2020,14/08/2020,4865,0,0,30/07/2020,15,0
Russia,3271-HYHDN,1829655163,09/11/2021,09/12/2021,5628,0,0,11/11/2021,2,0
Russia,8887-NCUZC,1838230354,10/04/2020,10/05/2020,5956,1,1,03/06/2020,54,24
France,4632-QZOKX,8732948590,20/05/2020,19/06/2020,6577,1,0,27/06/2020,38,8
United States,9323-NDIOV,1839830620,13/11/2021,13/12/2021,4456,0,0,16/12/2021,33,3
France,8976-AMJEO,1102283094,21/05/2020,20/06/2020,8481,1,0,19/06/2020,29,0
France,4640-FGEJI,1841884225,08/11/2021,08/12/2021,8604,0,0,26/11/2021,18,0
France,5284-DJOZO,1842693179,25/05/2020,24/06/2020,6835,0,0,10/06/2020,16,0
Spain,6391-GBFQJ,1850105221,17/06/2020,17/07/2020,803,0,0,02/07/2020,15,0
Spain,3676-CQAIF,1851875591,04/06/2020,04/07/2020,5709,0,0,23/07/2020,49,19
United States,7228-LEPPM,1853598981,12/09/2020,12/10/2020,6186,1,0,31/10/2020,49,19
China,5920-DPXLN,1853646712,08/11/2021,08/12/2021,8147,0,0,20/11/2021,12,0
United States,3993-QUNVJ,1854369389,17/07/2020,16/08/2020,5621,0,0,09/08/2020,23,0
China,9174-IYKOC,1854927312,16/11/2021,16/12/2021,5712,0,0,09/12/2021,23,0
China,5196-TWQXF,1857536288,09/06/2020,09/07/2020,6499,0,0,01/07/2020,22,0
Spain,0688-XNJRO,1858692476,05/06/2021,05/07/2021,4307,1,0,03/08/2021,59,29
China,9014-WENVB,1863257564,01/07/2020,31/07/2020,7269,0,0,29/07/2020,28,0
United States,9149-MATVB,1867249429,15/11/2021,15/12/2021,4606,0,0,08/12/2021,23,0
France,7938-EVASK,1879423925,29/04/2020,29/05/2020,6545,0,0,01/06/2020,33,3
China,8156-PCYBM,1887027624,20/08/2020,19/09/2020,6158,0,0,05/09/2020,16,0
Spain,8942-ERSWK,1889308921,02/12/2020,01/01/2021,2350,0,0,14/12/2020,12,0
China,7329-TWKLF,1890815777,18/08/2021,17/09/2021,6171,0,0,19/09/2021,32,2
China,9014-WENVB,1893700854,22/06/2021,22/07/2021,6120,0,0,22/07/2021,30,0
France,0783-PEPYR,1898422054,07/05/2021,06/06/2021,6113,0,0,23/06/2021,47,17
United States,7228-LEPPM,1899442732,11/02/2020,12/03/2020,4500,0,0,21/03/2020,39,9
United States,7228-LEPPM,1900323621,11/04/2021,11/05/2021,4306,0,0,13/05/2021,32,2
Spain,8942-ERSWK,1901766579,25/01/2020,24/02/2020,755,1,0,20/02/2020,26,0
Spain,8690-EEBEO,1903828465,31/05/2021,30/06/2021,6235,0,0,08/07/2021,38,8
France,9771-QTLGZ,6034265548,21/05/2020,20/06/2020,5554,1,1,17/06/2020,27,0
France,9117-LYRCE,7022172137,21/05/2020,20/06/2020,6333,1,0,11/07/2020,51,21
Russia,1604-LIFKX,1913883700,12/06/2021,12/07/2021,4491,0,0,26/07/2021,44,14
France,7600-OISKG,4112599163,01/06/2020,01/07/2020,6603,1,0,01/07/2020,30,0
France,6833-ETVHD,1927022550,14/10/2020,13/11/2020,6817,0,0,29/10/2020,15,0
Russia,5875-VZQCZ,1929017575,13/01/2020,12/02/2020,8789,0,0,04/02/2020,22,0
France,8389-TCXFQ,8374209501,01/06/2020,01/07/2020,8368,1,0,08/07/2020,37,7
France,6048-QPZCF,1950762665,28/07/2020,27/08/2020,7554,0,0,01/08/2020,4,0
Spain,9460-VAZGD,1951887650,21/09/2021,21/10/2021,863,0,0,10/10/2021,19,0
United States,7758-WKLVM,1953579202,21/08/2020,20/09/2020,6087,0,0,21/09/2020,31,1
Spain,9250-VHLWY,1953588118,03/12/2020,02/01/2021,5105,0,0,01/01/2021,29,0
France,5573-KSOIA,1965699392,29/04/2021,29/05/2021,8946,0,0,03/06/2021,35,5
United States,4460-ZXNDN,1976510492,08/05/2020,07/06/2020,6186,1,0,27/06/2020,50,20
China,9212-BTDMX,1976759712,26/07/2020,25/08/2020,5156,0,0,13/08/2020,18,0
Spain,9883-SDWFS,1985925745,12/09/2020,12/10/2020,2951,0,0,19/10/2020,37,7
France,6833-ETVHD,1992091788,26/01/2021,25/02/2021,6382,0,0,15/02/2021,20,0
Russia,7946-HJDUR,1995851356,13/04/2020,13/05/2020,4535,0,0,06/05/2020,23,0
United States,9149-MATVB,2008743660,13/12/2020,12/01/2021,6727,0,0,27/12/2020,14,0
France,8389-TCXFQ,7876340954,05/06/2020,05/07/2020,3873,1,0,12/07/2020,37,7
France,4632-QZOKX,186768686,10/06/2020,10/07/2020,4054,1,0,11/07/2020,31,1
Russia,3568-JJMFW,2017481337,05/09/2021,05/10/2021,6750,1,0,26/09/2021,21,0
Russia,8887-NCUZC,2017486994,17/07/2020,16/08/2020,5763,1,0,07/09/2020,52,22
China,3569-VJWXS,2024965903,04/10/2021,03/11/2021,8032,1,1,09/11/2021,36,6
United States,5592-UQXSS,2025587663,17/10/2021,16/11/2021,2206,1,0,23/11/2021,37,7
Russia,8887-NCUZC,2035503608,29/08/2020,28/09/2020,3837,0,0,30/09/2020,32,2
France,4651-PMEXQ,2050809961,25/10/2021,24/11/2021,7874,1,0,23/11/2021,29,0
Spain,9250-VHLWY,2054631411,12/06/2020,12/07/2020,3196,0,0,13/07/2020,31,1
China,8820-BLYDZ,2073423085,02/04/2020,02/05/2020,6997,0,0,12/04/2020,10,0
France,3448-OWJOT,6552783571,10/06/2020,10/07/2020,9477,1,0,16/07/2020,36,6
China,8156-PCYBM,2079450535,17/01/2021,16/02/2021,6212,0,0,22/02/2021,36,6
China,5920-DPXLN,2079957616,23/12/2020,22/01/2021,6258,0,0,13/01/2021,21,0
Spain,9250-VHLWY,2086131876,15/03/2021,14/04/2021,4782,0,0,05/04/2021,21,0
Spain,9250-VHLWY,2088115416,29/05/2020,28/06/2020,5707,0,0,20/06/2020,22,0
Russia,6004-KITZM,2091543308,18/04/2021,18/05/2021,5617,0,0,02/05/2021,14,0
Russia,8364-UWVLM,2094625650,21/03/2021,20/04/2021,8302,0,0,13/04/2021,23,0
Russia,1604-LIFKX,2099442850,25/11/2020,25/12/2020,7310,0,0,13/01/2021,49,19
France,4092-ZAVRG,2102092958,06/08/2020,05/09/2020,9236,0,0,10/08/2020,4,0
France,9117-LYRCE,2110258079,25/01/2020,24/02/2020,2209,0,0,06/03/2020,41,11
France,9322-YCTQO,2118879684,06/09/2021,06/10/2021,11454,0,0,11/10/2021,35,5
China,1080-NDGAE,2121660618,25/01/2021,24/02/2021,7979,1,0,02/03/2021,36,6
Russia,5875-VZQCZ,2123675598,23/04/2021,23/05/2021,7371,0,0,16/05/2021,23,0
France,9117-LYRCE,2123935700,29/05/2020,28/06/2020,5555,0,0,04/07/2020,36,6
Russia,7946-HJDUR,2125307184,11/08/2021,10/09/2021,6734,0,0,14/09/2021,34,4
France,4640-FGEJI,956388773,17/06/2020,17/07/2020,5813,1,0,28/07/2020,41,11
China,7841-HROAQ,2129779702,18/11/2021,18/12/2021,6046,0,0,06/12/2021,18,0
United States,9323-NDIOV,2131645470,09/08/2021,08/09/2021,6106,0,0,05/09/2021,27,0
Russia,1604-LIFKX,2135320728,25/09/2021,25/10/2021,6632,0,0,05/11/2021,41,11
China,3598-DNURW,2135406196,03/01/2021,02/02/2021,4951,0,0,15/01/2021,12,0
Spain,3676-CQAIF,2137157897,21/07/2021,20/08/2021,2055,0,0,06/08/2021,16,0
United States,9149-MATVB,2146884004,05/11/2021,05/12/2021,4326,0,0,19/11/2021,14,0
Spain,3271-YDPUJ,2148266465,07/05/2021,06/06/2021,2439,1,0,13/06/2021,37,7
China,9212-BTDMX,2158841878,10/08/2021,09/09/2021,6435,0,0,20/08/2021,10,0
France,5284-DJOZO,2161519126,21/08/2021,20/09/2021,9888,0,0,24/08/2021,3,0
Russia,8887-NCUZC,2161660036,17/06/2020,17/07/2020,4038,0,0,19/07/2020,32,2
France,7600-OISKG,6733279966,20/06/2020,20/07/2020,4548,1,0,15/07/2020,25,0
United States,0465-DTULQ,2168210949,03/09/2020,03/10/2020,4341,1,0,23/10/2020,50,20
China,6708-DPYTF,2186599382,24/03/2020,23/04/2020,9276,0,0,05/05/2020,42,12
China,7209-MDWKR,2189582262,02/12/2021,01/01/2022,6769,0,0,28/12/2021,26,0
Russia,6627-ELFBK,2195380883,06/01/2020,05/02/2020,4707,1,0,03/02/2020,28,0
Spain,9286-VLKMI,2197465105,29/10/2021,28/11/2021,7674,1,0,13/11/2021,15,0
United States,9149-MATVB,2197485330,19/10/2020,18/11/2020,4561,0,0,10/11/2020,22,0
China,8820-BLYDZ,2205310400,06/02/2020,07/03/2020,7146,0,0,19/02/2020,13,0
France,9725-EZTEJ,9119375519,23/06/2020,23/07/2020,9451,1,0,06/08/2020,44,14
United States,4460-ZXNDN,2212611817,09/03/2021,08/04/2021,3297,0,0,16/04/2021,38,8
United States,7228-LEPPM,2219394095,10/07/2020,09/08/2020,5132,0,0,27/08/2020,48,18
Spain,8690-EEBEO,2222502782,18/04/2021,18/05/2021,7489,0,0,18/05/2021,30,0
China,5196-TWQXF,2225581009,02/01/2021,01/02/2021,4571,0,0,25/01/2021,23,0
Spain,8690-EEBEO,2238411112,30/11/2021,30/12/2021,5621,0,0,02/01/2022,33,3
United States,0706-NRGUP,2238525299,05/10/2021,04/11/2021,3570,0,0,26/10/2021,21,0
United States,9928-IJYBQ,2245157627,12/01/2021,11/02/2021,5207,0,0,12/02/2021,31,1
United States,6077-FDQRK,2246279597,30/03/2021,29/04/2021,2140,0,0,08/04/2021,9,0
France,2621-XCLEH,4456170015,27/06/2020,27/07/2020,6942,1,0,26/08/2020,60,30
China,9212-BTDMX,2253964269,09/10/2021,08/11/2021,4721,1,0,11/11/2021,33,3
United States,7260-ZHAKS,2254159769,07/03/2020,06/04/2020,7283,0,0,03/04/2020,27,0
France,7600-OISKG,296503272,03/07/2020,02/08/2020,6125,1,0,07/08/2020,35,5
United States,7228-LEPPM,2257886659,06/05/2021,05/06/2021,4090,0,0,13/06/2021,38,8
Russia,8102-ABPKQ,2262995436,17/04/2021,17/05/2021,7059,1,0,02/06/2021,46,16
France,3448-OWJOT,7576910302,23/06/2020,23/07/2020,8280,0,0,18/07/2020,25,0
Spain,7372-CESLR,2267584907,01/12/2021,31/12/2021,5276,0,0,15/12/2021,14,0
Spain,6296-UKEUZ,2267825101,12/04/2021,12/05/2021,2729,0,0,14/04/2021,2,0
France,4640-FGEJI,5747215345,05/07/2020,04/08/2020,6654,1,0,13/08/2020,39,9
Russia,2824-HJQPP,2279639083,08/01/2021,07/02/2021,5165,0,0,23/01/2021,15,0
Russia,7946-HJDUR,2281124725,18/09/2020,18/10/2020,2737,0,0,13/10/2020,25,0
Spain,1408-OQZUE,2290457712,02/01/2021,01/02/2021,5191,1,0,09/02/2021,38,8
United States,5592-UQXSS,2290647128,01/05/2021,31/05/2021,4924,1,0,04/06/2021,34,4
Russia,3568-JJMFW,2293228619,08/05/2020,07/06/2020,4847,1,0,11/06/2020,34,4
France,9758-AIEIK,2294449843,28/10/2020,27/11/2020,6796,0,0,08/11/2020,11,0
